screen,dose,Drug.Name,repurposing_target,MOA,IDs,combined_targets,citeline_targets,prism_targets,Syns
REP.PRIMARY,2.62,BETA-GLYCEROPHOSPHORIC-ACID,"","",BRD:BRD-K39061174-001-01-0,"",,,
REP.PRIMARY,2.5,CINCHONIDINE,"",P GLYCOPROTEIN INHIBITOR,BRD:BRD-K39079086-001-07-6,"",,,
REP.PRIMARY,2.5,BITHIONOL,"ESR1, ESR2, MCL1",AUTOTAXIN INHIBITOR,BRD:BRD-K39120595-304-04-7,"ESR1,ESR2,MCL1",NaN,NaN,"bithionol, champions"
REP.PRIMARY,2.5,4-CHLOROPHENYLGUANIDINE,PLAUR,UROKINASE INHIBITOR,BRD:BRD-K39160765-003-02-9,PLAUR,,,
REP.PRIMARY,2.5,ID-8,"","",BRD:BRD-K39166528-001-01-0,"",NaN,NaN,id-10262;id-8279;id-8280
REP.PRIMARY,2.5,STF-118804,NAMPT,NAMPT INHIBITOR,BRD:BRD-K39171998-001-01-1,NAMPT,",","NAMPT,","stf-118804;nicotinamide phosphoribosyltransferase inhibitors (acute lymphoblastic leukemia), university of california/stanford university/john hopkin's university"
REP.PRIMARY,2.5,ATIPAMEZOLE,"",ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-K39252998-003-01-5,"",",",",",antisedan;antiseden;atipamezole;mpv-1248
REP.PRIMARY,2.5,EPIRIZOLE,"PTGS1, PTGS2",CYCLOOXYGENASE INHIBITOR,BRD:BRD-K39339537-001-21-0,"PTGS1,PTGS2",",","PTGS1,PTGS2,",alcyde;almacon;analock;daicon;epirizole;karmate;mebron;mepilibron;mepiral;mepirazol;mepirijust;reanudan;samcol
REP.PRIMARY,2.5,CYACETACIDE,"","",BRD:BRD-K39371216-001-01-3,"",,,
REP.PRIMARY,2.5,DMH1,ACVR1,ALK TYROSINE KINASE RECEPTOR INHIBITOR,BRD:BRD-K39381259-001-01-0,ACVR1,,,
REP.PRIMARY,2.5,DEXCHLORPHENIRAMINE,"",HISTAMINE RECEPTOR ANTAGONIST,BRD:BRD-K39462424-050-09-8,"",NaN,NaN,"apc-2001;dexchlorpheniramine topical,ar;dexchlorpheniramine topical,ca"
REP.PRIMARY,2.5,NITHIAMIDE,"",BACTERIAL DNA INHIBITOR,BRD:BRD-K39467894-001-05-9,"",,,
REP.PRIMARY,2.5,NITHIAMIDE,"",BACTERIAL DNA INHIBITOR,BRD:BRD-K39467894-001-06-7,"",,,
REP.PRIMARY,2.5,TRIPTOLIDE,RELA,RNA POLYMERASE INHIBITOR,BRD:BRD-K39484304-001-16-5,"RELA,MDM2,ST13",",","RELA,","sg 101;sg101;sg-101;triptolide, sevengenes;7gen-td (pancreatic cancer), sevengenes;triptolide;triptolide (oral 7gen, pancreatic cancer), sevengenes"
REP.PRIMARY,2.5,CHLOROBUTANOL,"","",BRD:BRD-K39495750-001-01-2,"",,,
REP.PRIMARY,2.5,QUIFLAPON,"ALOX5, ALOX5AP",LEUKOTRIENE SYNTHESIS INHIBITOR,BRD:BRD-K39503511-001-03-9,"ALOX5,ALOX5AP","ALOX5AP,","ALOX5,ALOX5AP,",l-686708;mk-0591;mk-591;quiflapon;venzair
REP.PRIMARY,2.5,SDZ-WAG-994,ADORA1,ADENOSINE RECEPTOR AGONIST,BRD:BRD-K39558284-001-01-2,ADORA1,",","ADORA1,",sdz-wag-994;wag-994
REP.PRIMARY,2.5,ADL5859,OPRD1,OPIOID RECEPTOR AGONIST,BRD:BRD-K39624409-003-02-6,OPRD1,"OPRD1,","OPRD1,","adl5859;adl-5859;delta agonist, adolor;dor agonist, pfizer-2;pf04856880;pf-04856880;pf4856880;pf-4856880;dor agonists, adolor;delta opioid agonists, adolor"
REP.PRIMARY,2.5,AMTHAMINE,HRH2,HISTAMINE RECEPTOR AGONIST,BRD:BRD-K39670393-303-02-1,HRH2,,,
REP.PRIMARY,2.5,N-SALICOYLAMINOPHENOL,"",RIBONUCLEOTIDE REDUCTASE INHIBITOR,BRD:BRD-K39693230-001-01-2,"",,,
REP.PRIMARY,2.5,L-161982,PTGER4,PROSTANOID RECEPTOR ANTAGONIST,BRD:BRD-K39733634-001-02-6,PTGER4,",","PTGER4,","mf-592;ep4 antagonists (inflammatory pain), merck frosst canada;l-161982;mf-310;mf-498;mf-766;mk-2894;prostaglandin e2 subtype 4 receptor antagonists (pain/inflammation), merck frosst"
REP.PRIMARY,2.5,TPPS4,"","",BRD:BRD-K39805756-001-01-6,"",,,
REP.PRIMARY,2.5,TG-101209,"JAK2, JAK3",JAK INHIBITOR,BRD:BRD-K39841531-001-02-1,"JAK2,JAK3,FLT3,RET","FLT3,JAK2,RET,",",","fedratinib;inrebic;jak2 kinase inhibitor, sanofi;jak2 kinase inhibitor, targegen;sar302503;sar-302503;tg101348;tg-101348;tg-101-348;flt3/jak2/ret inhibitor (myeloproliferative disorders), targegen;jak-2.v617f inhibitors (mpd), targegen;jak2 inhibitors (myeloproliferative disorder), targegen;tg-101193;tg-101209;dual flt3/jak2 inhibitors (myeloproliferative disorders), targegen;fedratinib dihydrochloride monohydrate;fedratinib hydrochloride"
REP.PRIMARY,2.5,LOXAPINE,"ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, ADRB1, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HRH2, HRH4, HTR1A, HTR1B, HTR1D, HTR1E, HTR2A, HTR2C, HTR3A, HTR5A, HTR6, HTR7, SLC6A2, SLC6A3, SLC6A4","DOPAMINE RECEPTOR ANTAGONIST, SEROTONIN RECEPTOR ANTAGONIST",BRD:BRD-K39915878-036-24-4,"ADRA1A,ADRA1B,ADRA2A,ADRA2B,ADRA2C,ADRB1,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD1,DRD2,DRD3,DRD4,DRD5,HRH1,HRH2,HRH4,HTR1A,HTR1B,HTR1D,HTR1E,HTR2A,HTR2C,HTR3A,HTR5A,HTR6,HTR7,SLC6A2,SLC6A3,SLC6A4",",","ADRA1A,ADRA1B,ADRA2A,ADRA2B,ADRA2C,ADRB1,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD1,DRD2,DRD3,DRD4,DRD5,HRH1,HRH2,HRH4,HTR1A,HTR1B,HTR1D,HTR1E,HTR2A,HTR2C,HTR3A,HTR5A,HTR6,HTR7,SLC6A2,SLC6A3,SLC6A4,","adasuve;adasuve staccato;az004;az-004;loxapine, staccato;loxapine, staccato, alexza;staccato loxapine;alxz-004;loxapine;loxapine (inhaled (staccato), acute agitation), alexza"
REP.PRIMARY,2.5,LENVATINIB,"FLT4, KDR","FGFR INHIBITOR, KIT INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR, VEGFR INHIBITOR",BRD:BRD-K39974922-001-04-3,"FLT4,KDR,MET,FGFR1,FGFR2,FGFR3,FGFR4,FLT1,KIT,PDGFRA,RET","FGFR1,FGFR2,FGFR3,FGFR4,FLT1,FLT4,KDR,KIT,PDGFRA,RET,","FLT4,KDR,","lenvatinib mesylate, qilu;e-7080;er-203492-00;hope;kn-581;kisplyx;lenvima;mk-7902;lenvatinib;lenvatinib mesylate"
REP.PRIMARY,2.45,LOTEPREDNOL,NR3C1,"GLUCOCORTICOID RECEPTOR AGONIST, PHOSPHOLIPASE INHIBITOR",BRD:BRD-K39983086-001-06-1,"NR3C1,AR,OPRK1","AR,",",","alrex;cddd-5604;cddd-5604 (gel);cddd-5604 (ointment);hgp-1 (gel), bausch & lomb;hgp-1, bausch & lomb;hgp-1, bausch & lomb (ointment);le-allergy;le-allergy (gel);le-allergy (ointment);lenoxin;lenoxin (gel);lenoxin (ointment);lotemax;lotemax (ointment);lotemax sm;loteprednol etabonate;loteprednol etabonate (gel);loteprednol etabonate (nasal spray);loteprednol etabonate (ointment);loteprednol etabonate ophthalmic suspension;loterox;loterox (gel);p-5604 (gel);p-5604 (ointment);p-5604 (suspension);arlex;hgp-1;le allergy;lotemax ointment;loteprol;p-5604"
REP.PRIMARY,2.5,BISACODYL,"",LAXATIVE,BRD:BRD-K39987650-001-24-1,"",NaN,NaN,"bisacodyl;bisacodyl (controlled release oral formulation/colon specific drug delivery system), samyang corp"
REP.PRIMARY,2.5,SB-505124,TGFBR1,ALK TYROSINE KINASE RECEPTOR INHIBITOR,BRD:BRD-K40109029-001-02-9,TGFBR1,,,
REP.PRIMARY,2.5,TORIN-1,MTOR,MTOR INHIBITOR,BRD:BRD-K40175214-001-11-6,MTOR,,,
REP.PRIMARY,1.7,VINBURNINE,"CHRM1, CHRM2, CHRM3, CHRM4",ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-K40227168-001-12-9,"CHRM1,CHRM2,CHRM3,CHRM4",",","CHRM1,CHRM2,CHRM3,CHRM4,",cervoxan;ch-846;eburnal;eburnamonine;eubornoxin;luvenil;vinburnine
REP.PRIMARY,2.5,TYRPHOSTIN-A9,"","PROTEIN TYROSINE KINASE INHIBITOR, TYROSINE KINASE INHIBITOR",BRD:BRD-K40255344-001-17-6,"",,,
REP.PRIMARY,2.5,CATHEPSIN-INHIBITOR-1,"CTSB, CTSL, CTSV",CATHEPSIN INHIBITOR,BRD:BRD-K40269473-001-02-2,"CTSB,CTSL,CTSV",,,
REP.PRIMARY,2.5,PF-5274857,SMO,SMOOTHENED RECEPTOR ANTAGONIST,BRD:BRD-K40302533-001-02-9,SMO,",","SMO,","pf-05274857;pf-5274857;smo inhibitor (cancer), pfizer;smoothened inhibitor (cancer), pfizer"
REP.PRIMARY,2.54,CRIZOTINIB-(S),NUDT1,MTH1 INHIBITOR,BRD:BRD-K40308497-001-01-2,NUDT1,,,
REP.PRIMARY,2.5,CRIZOTINIB-(S),NUDT1,MTH1 INHIBITOR,BRD:BRD-K40308497-001-02-0,NUDT1,,,
REP.PRIMARY,2.5,CR8-(R),CCNA2,CDK INHIBITOR,BRD:BRD-K40331046-305-01-5,CCNA2,,,
REP.PRIMARY,2.5,CAY10505,PIK3CG,PI3K INHIBITOR,BRD:BRD-K40366680-001-03-3,PIK3CG,,,
REP.PRIMARY,2.5,SPERMIDINE,"KCNJ4, TXNRD1",GLUTAMATE RECEPTOR MODULATOR,BRD:BRD-K40438880-305-06-6,"KCNJ4,TXNRD1",NaN,NaN,"norspermidine, sanofi-aventis"
REP.PRIMARY,2.34,ELTROMBOPAG,MPL,THROMBOPOIETIN RECEPTOR AGONIST,BRD:BRD-K40496271-396-01-1,MPL,"MPL,","MPL,","eltrombopag, 3sbio;497115;etb-115;promacta;revolade;sb-394725;sb-497115;sb-497115-gr;sb-497117gr;eltrombopag;eltrombopag olamine;hematopoietic growth factor mimetics, ligand/glaxosmithkline;hematopoietic growth factor mimetics, ligand/sb;thrombopoietin peptide mimetics, glaxosmithkline/ligand"
REP.PRIMARY,2.5,HYOSCYAMINE,"CHRM1, CHRM2, CHRM3, CHRM4",ACETYLCHOLINE RECEPTOR ANTAGONIST,BRD:BRD-K40530731-001-11-6,"CHRM1,CHRM2,CHRM3,CHRM4","CHRM1,CHRM2,CHRM3,CHRM4,",",","rvx100;rvx-100;hyoscyamine sulfate;hyoscyamine sulfate (ibs), revogenex;hyoscyamine sulphate;hysocyamine sulfate;hysocyamine suphate (ibs), revogenex"
REP.PRIMARY,2.5,GR-79236,"ADORA1, ADORA2A",ADENOSINE RECEPTOR AGONIST,BRD:BRD-K40578143-001-02-6,"ADORA1,ADORA2A","ADORA1,","ADORA1,ADORA2A,",gr-79236
REP.PRIMARY,2.5,PENTETIC-ACID,PGD,CHELATING AGENT,BRD:BRD-K40621224-001-06-7,PGD,,,
REP.PRIMARY,2.5,DITIOCARB-SODIUM-TRIHYDRATE,"CA1, CA2, CA4",IMMUNOSTIMULANT,BRD:BRD-K40654626-236-01-5,"CA1,CA2,CA4",,,
REP.PRIMARY,2.5,MEDORINONE,"","",BRD:BRD-K40715924-001-01-1,"",NaN,NaN,medorinone;win-49016
REP.PRIMARY,2.5,AEE788,"EGFR, ERBB2, ERBB4, FGFR2, FGFR3, KDR","EGFR INHIBITOR, VEGFR INHIBITOR",BRD:BRD-K40718343-001-02-6,"EGFR,ERBB2,ERBB4,FGFR2,FGFR3,KDR,FLT1","EGFR,ERBB2,ERBB4,FLT1,KDR,","EGFR,ERBB2,ERBB4,FGFR2,FGFR3,KDR,",aee788;aee-788;ae-788;aqm-674;nvp-aee-788
REP.PRIMARY,2.5,BMS-777607,"AXL, MERTK, MET, MST1R, TYRO3","AXL KINASE INHIBITOR, C-MET INHIBITOR, FLT3 INHIBITOR, HEPATOCYTE GROWTH FACTOR RECEPTOR INHIBITOR, MACROPHAGE MIGRATION INHIBITING FACTOR INHIBITOR, TYROSINE KINASE INHIBITOR",BRD:BRD-K40738845-001-05-0,"AXL,MERTK,MET,MST1R,TYRO3","MET,","AXL,MERTK,MET,MST1R,TYRO3,",aslan002;aslan-002;bms777607;bms-777607;bms-797669
REP.PRIMARY,2.5,EFAVIRENZ,"CYP1A2, CYP2B6, CYP2C19, CYP2C9, CYP2D6, CYP3A4",HIV PROTEASE INHIBITOR,BRD:BRD-K40758068-001-08-2,"CYP1A2,CYP2B6,CYP2C19,CYP2C9,CYP2D6,CYP3A4",",","CYP1A2,CYP2B6,CYP2C19,CYP2C9,CYP2D6,CYP3A4,",bms-561525;bms-561525 (capsule);bms-561525 (liquid);bms-561525 (tablet);dmp-266;efavirenz;efavirenz (capsule);efavirenz (liquid);efavirenz (tablet);l-741211;l-743725;l-743726;mk0831;mk-0831;stocklin;stocrin;stocrin (capsule);stocrin (tablet);stocrit;stocrit (capsule);stocrit (tablet);sustiva;sustiva (capsule);sustiva (tablet)
REP.PRIMARY,2.5,QX-222,"",SODIUM CHANNEL BLOCKER,BRD:BRD-K40782193-003-02-9,"",,,
REP.PRIMARY,2.5,LACITOL,"","LAXATIVE, OSMOSIS STIMULANT",BRD:BRD-K40787673-001-02-1,"",,,
REP.PRIMARY,2.5,SC-12267,IL17A,DIHYDROOROTATE DEHYDROGENASE INHIBITOR,BRD:BRD-K40797222-001-01-8,"IL17A,DHODH","DHODH,","IL17A,","4sc-101;4sc-dhodh;antiarthritics, 4sc;dhodh inhibitor, 4sc;imu 838;imu838;imu-838;sc 12267;sc12267;sc-12267;vidofludimus;dhodh inhibitors (autoimmune diseases), 4sc/serono;dhodh inhibitors (autoimmunity), 4sc;dhodh inhibitors (oral, covid-19), immunic;im-90838;dihydroorotate dehydrogenase inhibitors (autoimmune diseases), 4sc;dihydroorotate dehydrogenase inhibitors (autoimmunity), 4sc/serono;dihydroorotate dehydrogenase inhibitors (oral, covid-19), immunic"
REP.PRIMARY,2.5,CT-7758,ITGA4,INTEGRIN ANTAGONIST,BRD:BRD-K40870905-001-01-7,ITGA4,,,
REP.PRIMARY,2.5,RITANSERIN,"ADRA1A, ADRA1B, ADRA1D, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, HTR5A, HTR6, HTR7",SEROTONIN RECEPTOR ANTAGONIST,BRD:BRD-K40887525-001-21-9,"ADRA1A,ADRA1B,ADRA1D,HTR1A,HTR1B,HTR1D,HTR2A,HTR2B,HTR2C,HTR5A,HTR6,HTR7","HTR2A,HTR2C,","ADRA1A,ADRA1B,ADRA1D,HTR1A,HTR1B,HTR1D,HTR2A,HTR2B,HTR2C,HTR5A,HTR6,HTR7,",r-55667;ritanserin;tiserton;tisterton
REP.PRIMARY,2.5,CINANSERIN,HTR2A,SEROTONIN RECEPTOR ANTAGONIST,BRD:BRD-K40901640-003-01-6,HTR2A,,,
REP.PRIMARY,2.5,PHENACEMIDE,"SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A",SODIUM CHANNEL BLOCKER,BRD:BRD-K40905133-001-04-9,"SCN10A,SCN11A,SCN1A,SCN2A,SCN3A,SCN4A,SCN5A,SCN7A,SCN8A,SCN9A",,,
REP.PRIMARY,2.5,PARACHLOROPHENOL,"",ANTIINFECTIVE DRUG,BRD:BRD-K40992116-001-09-7,"",,,
REP.PRIMARY,2.5,4-PHENOLSULFONIC-ACID,"","",BRD:BRD-K41024817-325-01-0,"",,,
REP.PRIMARY,2.5,GSK2656157,"",PERK INHIBITOR,BRD:BRD-K41104902-001-01-3,EIF2AK3,"EIF2AK3,",",","gsk2656157;gsk-2656157;gsk-2606414;perk inhibitors (cancer/neurodegenerative disease), glaxosmithkline;protein kinase receptor-like endoplasmic reticulum kinase (perk) inhibitors (cancer/neurodegenerative disease), glaxosmithkline;protein kinase receptor-like endoplasmic reticulum kinase inhibitors (cancer/neurodegenerative disease), glaxosmithkline"
REP.PRIMARY,2.5,CYPROTERONE-ACETATE,"ADORA1, AR",ANDROGEN RECEPTOR ANTAGONIST,BRD:BRD-K41141507-001-16-2,"ADORA1,AR",,,
REP.PRIMARY,2.5,N20C,"",GLUTAMATE RECEPTOR ANTAGONIST,BRD:BRD-K41143549-003-02-4,"",,,
REP.PRIMARY,2.5,FENOBAM,GRM5,GLUTAMATE RECEPTOR ANTAGONIST,BRD:BRD-K41160163-001-06-8,GRM5,",","GRM5,","fenobam;mcn-3377;mcn-3377-98;npl-2009;fenobam (oral, fragile x syndrome), neuropharm;fenobam (oral, fragile x syndrome), washington university school of medicine;fenobam(usan);mglur5 antagonist (oral, fragile x syndrome), neuropharm"
REP.PRIMARY,2.5,DEOXYCHOLIC-ACID,"EFTUD1, FPR1, GPBAR1","BILIVERDIN REDUCTASE A ACTIVATOR, G PROTEIN-COUPLED RECEPTOR AGONIST",BRD:BRD-K41170226-001-13-8,"EFTUD1,FPR1,GPBAR1",,,
REP.PRIMARY,2.5,AMBRISENTAN,"EDNRA, EDNRB",ENDOTHELIN RECEPTOR ANTAGONIST,BRD:BRD-K41185545-001-02-3,"EDNRA,EDNRB,PDE11A,PDE5A","EDNRA,","EDNRA,EDNRB,","ambrisentan, noorik;ambrisentan, noorik (oral);ambrisentan, noorik (sc);n 003;n 003 (oral);n 003 (sc);n003;n-003;n003 (oral);n-003 (oral);n003 (sc);n-003 (sc);ambrisentan;ambrisentan (intravenous, acute kidney injury), noorik biopharmaceuticals;ambrisentan (iv/sc, acute kidney injury/portal hypertension), noorik biopharmaceuticals"
REP.PRIMARY,2.5,KW-2478,"",HSP INHIBITOR,BRD:BRD-K41213548-001-02-0,HSP90AA1,"HSP90AA1,",",","kw2478;kw-2478;hsp-90 inhibitor (intravenous, cancer), kyowa hakko kirin"
REP.PRIMARY,0.03,ICOMUCRET,LTB4R2,MUCIN PRODUCTION ENHANCER,BRD:BRD-K41234004-001-03-1,LTB4R2,",","LTB4R2,","15(s)-hete;al-12959;hydroxyeicosatetraenoic acid, alcon;icomucret;procalyx;15(s)-hydroxyeicosatetraenoic acid;15(s)-hydroxyeicosatetraenoic acid (ophthalmic, dry eye), alcon;procalyx;icomucret (ophthalmic, dry eye), alcon"
REP.PRIMARY,2.5,DEHYDROEPIANDROSTERONE,"ESR1, ESR2, G6PD, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B, HSD17B1, NR1I2, NR1I3, PPARA, SIGMAR1, SULT2A1, SULT2B1",PROTEIN SYNTHESIS STIMULANT,BRD:BRD-K41256143-001-12-7,"ESR1,ESR2,G6PD,GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRG1,GABRG2,GABRG3,GABRP,GABRQ,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,GRIN3A,GRIN3B,HSD17B1,NR1I2,NR1I3,PPARA,SIGMAR1,SULT2A1,SULT2B1,AR,NR3C1","AR,NR3C1,",",","dehydroepiandrosterone + glucocorticoid, rxdino;dhea + glucocorticoid, rxdino;glucocorticoid + dehydroepiandrosterone, rxdino;glucocorticoid + dhea, rxdino;rxd-002"
REP.PRIMARY,2.5,VALPROIC-ACID,"ABAT, ACADSB, ALDH5A1, HDAC1, HDAC2, HDAC9, OGDH, SCN10A, SCN11A, SCN1A, SCN1B, SCN2A, SCN2B, SCN3A, SCN3B, SCN4A, SCN4B, SCN5A, SCN7A, SCN8A, SCN9A","BENZODIAZEPINE RECEPTOR AGONIST, HDAC INHIBITOR",BRD:BRD-K41260949-236-16-8,"ABAT,ACADSB,ALDH5A1,HDAC1,HDAC2,HDAC9,OGDH,SCN10A,SCN11A,SCN1A,SCN1B,SCN2A,SCN2B,SCN3A,SCN3B,SCN4A,SCN4B,SCN5A,SCN7A,SCN8A,SCN9A",,,
REP.PRIMARY,2.5,CUDC-101,"EGFR, ERBB2",EGFR INHIBITOR,BRD:BRD-K41278234-001-03-0,"EGFR,ERBB2","EGFR,ERBB2,","EGFR,ERBB2,","cudc101;cudc-101;cudc101 (iv);cudc-101 (iv);cudc101 (oral);cudc-101 (oral);cudc-101 (iv/captisol, cancer), curis/ligand"
REP.PRIMARY,2.46,TETRAETHYLENEPENTAMINE,"SOD1, SOD2",SUPEROXIDE DISMUTASE INHIBITOR,BRD:BRD-K41298358-395-03-4,"SOD1,SOD2",,,
REP.PRIMARY,2.5,HA-966-(S)-(-),GRIA1,GLUTAMATE RECEPTOR ANTAGONIST,BRD:BRD-K41304947-001-03-2,GRIA1,,,
REP.PRIMARY,2.5,GW-441756,NTRK1,GROWTH FACTOR RECEPTOR INHIBITOR,BRD:BRD-K41312087-001-02-7,NTRK1,,,
REP.PRIMARY,2.5,ZM-306416,"EGFR, FLT1, FLT4, KDR","ABL KINASE INHIBITOR, SRC INHIBITOR, VEGFR INHIBITOR",BRD:BRD-K41337261-001-03-0,"EGFR,FLT1,FLT4,KDR",,,
REP.PRIMARY,2.5,SULFAPYRIDINE,"",PABA ANTAGONIST,BRD:BRD-K41406082-001-16-2,"PTGS1,PTGS2","PTGS1,PTGS2,",",","azulfidine;azulfidine en-tabs;azulfidine-ra;pj-306;salazopyrin;salazopyrin en-tabs;salazosulfapyridine;salazosulfapyridine, kabi phar;salazosulfapyridine, santen;salazosulphapyridine;sasp;si-88;ssz;sulfasalazine;sulfasalazine, pfizer;sulfasalazine, santen;sulfasalazine (oral, gastric cancer), keio university"
REP.PRIMARY,2.5,BALSALAZIDE,"ALOX5, PPARG, PTGS1, PTGS2",CYCLOOXYGENASE INHIBITOR,BRD:BRD-K41410256-304-02-2,"ALOX5,PPARG,PTGS1,PTGS2",",","ALOX5,PPARG,PTGS1,PTGS2,",balsalazide (tablet);balsalazide disodium;balsalazine;balzide;bx-661a;colazal;colazal (capsules);colazal (tablet);colazid;colazide;giazo (tablets);premid;balasa;giazo;balsalaside;balsalazide
REP.PRIMARY,2.5,ORG-9768,ADRA2A,ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-K41434598-003-01-9,"ADRA2A,SLC6A2","SLC6A2,","ADRA2A,",org-9768
REP.PRIMARY,2.5,PERAMPANEL,"GRIA1, GRIA2, GRIA3, GRIA4",GLUTAMATE RECEPTOR ANTAGONIST,BRD:BRD-K41438959-001-01-7,"GRIA1,GRIA2,GRIA3,GRIA4","GRIA1,","GRIA1,GRIA2,GRIA3,GRIA4,","e  2007 (intravenous);e 2007;e2007;e-2007;e2007 (intravenous);e-2007 (intravenous);e2007 (suspension);e-2007 (suspension);e2007 (tablet);e-2007 (tablet);fycompa;fycompa (tablet);perampanel;perampanel (intravenous);perampanel (suspension);perampanel (tablet);pharmaprojects no. 6432;ampa antagonist (oral, migraine/parkinson's disease/epilepsy/multiple sclerosis), eisai;mars;multiple sclerosis ampa receptor selective antagonist"
REP.PRIMARY,2.5,ALFAXALONE,GABBR1,"BENZODIAZEPINE RECEPTOR AGONIST, CHLORIDE CHANNEL AGONIST",BRD:BRD-K41445866-001-18-8,GABBR1,",","GABBR1,","alfaxalone, drawbridge pharmaceuticals;phaxan;alfaxalone;alfaxalone (iv/captisol-enabled, anesthesia), drawbridge;alphaxalone"
REP.PRIMARY,2.5,PARACETAMOL,"FAAH, PTGS1, PTGS2, TRPV1",CYCLOOXYGENASE INHIBITOR,BRD:BRD-K41524689-001-23-5,"FAAH,PTGS1,PTGS2,TRPV1,CHRFAM7A,CHRM3,GRIN3A,HTR2C,OPRD1,OPRK1,OPRM1,SLC6A2,SLC6A4,DGAT2,HCAR1,HCAR2,HCAR3,NNMT,QPRT,GRIN1,ADRA1A,ADRA1B,ADRA1D,CYP1A2,DRD2","OPRM1,PTGS1,PTGS2,",",","acetaminophen + oxycodone, cov;magnacet;oxycodone + acetaminophen, cov;oxycodone + paracetamol, covid;paracetamol + oxycodone, covid;endocet;percocet;oxycodone + acetaminophen;oxycodone + paracetamol"
REP.PRIMARY,2.5,PURVALANOL-B,"CDK2, CDK4, CDK5, MAPK1, MAPK3, SRPK2",TYROSINE KINASE INHIBITOR,BRD:BRD-K41564320-001-02-0,"CDK2,CDK4,CDK5,MAPK1,MAPK3,SRPK2",,,
REP.PRIMARY,2.5,SB-334867,"HCRTR1, HCRTR2",OREXIN RECEPTOR ANTAGONIST,BRD:BRD-K41567364-001-04-6,"HCRTR1,HCRTR2","HCRTR1,","HCRTR1,HCRTR2,","mch antagonists, sb;sb-334867;649868;868;gsk-649868;sb-284422;sb-334867-a;sb-334967;sb-408124;sb-410220;sb-649868;sb-668875;sb-674042;orexin-1 antagonists, glaxosmithkline;orexin-1 antagonists, smithkline beecham"
REP.PRIMARY,2.5,COUMOPHOS,"",CHOLINESTERASE INHIBITOR,BRD:BRD-K41567533-001-08-3,"",,,
REP.PRIMARY,2.5,LONAFARNIB,"FNTA, HRAS, KRAS, NRAS",FARNESYLTRANSFERASE INHIBITOR,BRD:BRD-K41599323-001-02-3,"FNTA,HRAS,KRAS,NRAS","FNTA,","FNTA,HRAS,KRAS,NRAS,","ebp 994;ebp994;ebp-994;lonafarnib;lonafarnib, eiger biopharmaceuticals;mk-6336;sarasar;sch 066336;sch 66336;sch-066336;sch-207758;sch-54419;sch-58006;sch-59228;sch-60677;sch-61129;sch-66336;zokinvy;fpt inhibitor (lead, progeria), schering-plough;sch-222422;sch-226374;sch-66336;sch-704742;ras farnesyl protein transferase inhibitor (lead), schering-plough"
REP.PRIMARY,2.5,CERAMIDE,"","PHOSPHOENOLPYRUVATE CARBOXYLASE ACTIVATOR, SERINE/THREONINE PROTEIN PHOSPHATASE ACTIVATOR",BRD:BRD-K41707108-001-05-6,"TOP2A,UGCG,GLA",NaN,NaN,"cb003;cb-003;vinorelbine, nanoliposome, ceronco;galactosylceramide-enhanced vinorelbine (liposomal, cancer), ceronco biosciences;vinorelbine"
REP.PRIMARY,2.5,E-4031,"KCNH1, KCNH2",POTASSIUM CHANNEL BLOCKER,BRD:BRD-K41713976-300-02-6,"KCNH1,KCNH2","KCNH2,","KCNH1,KCNH2,","e-4031;methanesulfonamide, n-[4-[[1-[2-(6-methyl-2-pyridinyl)ethyl]-4-piperidinyl]carbonyl]phenyl]-"
REP.PRIMARY,2.5,TRICLOSAN,DNMT1,ANTIBACTERIAL AGENT,BRD:BRD-K41731458-001-15-1,DNMT1,",",",","anti-biofilm co-drugs, tsrl/michigan state university;antibacterial biofilm therapy (cystic fibrosis/non cystic bronchiectasis), tsrl/michigan state university;triclosan + tobramycin;triclosan + tobramycin (inhalant, cystic fibrosis/non-cystic fibrosis bronchiectasis), tsrl/michigan state university"
